Name,Material,Sales Contact,Contact Number,Email,Address,City,State,Latitude,Longitude,pin_color,Location_type,notes,service
,,,1-800-243-0432,,685 S Robets Ave,Lima,OH,40.772147,-84.0471,#6B7380,,,Fuel Sales
,,,1-800-243-0432,,2057 Dublin Rd,Columbus,OH,39.9969261,-83.0877677,#6B7381,,,Fuel Sales
,,,800-521-5420,,15140 State Route 328,Logan ,OH,39.50374,-82.370808,#6B7382,,,Fuel Sales
,,,1-800-243-0432,,1135 Warder St.,Springfield,OH,39.9257791,-83.7913258,#6B7383,,,Fuel Sales
,,,1-800-243-0432,,304 W Market St.,Washington Court House,OH,39.5354515,-83.4426771,#6B7384,,,Fuel Sales
Holmes Oil,Office,,330-893-2199,,5866 County Rd. 201,Millersburg,OH,40.569773,-81.820679,#6B7385,,,Fuel Sales
Holmes Oil,,James Halverson,330-317-8266,james@holmesoildistributing.com,5866 County Rd. 201,Millersburg,OH,40.569773,-81.820679,#6B7386,,,Fuel Sales
Holmes Oil,President,Jeremy Burgett,330-231-8635,jeremy@holmesoildistributing.com,5866 County Rd. 201,Millersburg,OH,40.569773,-81.820679,#6B7387,,,Fuel Sales
Ports Petroleum,,Dustin Kessinger,330-231-1649,dustink@portspetro.com,1337 Blachleyville Rd.,Wooster,OH,40.77974,-81.967772,#6B7388,,,Fuel Sales
Coles Energy,,Kip ,419-499-1120,info@colesenergyin.com,3619 State Route 113 E,Milan,OH,41.299935,-82.556685,#6B7389,,,Fuel Sales
Northeast Lubricants,General Manager,Dan Grummitt,216-701-5062,dgrumitt@glpetro.com,4500 Renaissance Pkwy.,Cleveland,OH,41.441464,-81.490023,#6B7390,,,Fuel Sales
Great Lakes Petroleum,Sales manager,Jeff Gregel,330-888-8589,jgregel@glpetro.com,4500 Renaissance Parkway,Cleveland,OH,41.441464,-81.490023,#6B7391,,,Fuel Sales
,Sales manager,Damon De Luca,919-594-4475,ddeluca@glpetro.com,11110 Westlake Drive,Charlotte,NC,35.1372164,-80.9711573,#6B7392,,,Fuel Sales
,Sales manager,Brannon Evans,404-852-5946,bevans@glpetro.com,3055 Humphries Hill Rd.,Austell,GA,33.8107785,-84.6453996,#6B7393,,,Fuel Sales
,Sales manager,Charles Reibling,704-302-4963,creibling@glpetro.com,14418 Smith Rd.,Humble,TX,29.929337,-95.287594,#6B7394,,,Fuel Sales
,Sales manager,Jeff Gregel,330-888-8589,jgregel@glpetro.com,PO Box 780040 ,Philadelphia,PA,39.9527237,-75.1635262,#6B7395,,,Fuel Sales
Cooperrider Water Hauling,,,740-404-4065,,,Thornville,Ohio,39.896454,-82.4201539,#3F6F7F,,,Water
Wagner Water Hauling,,,740-927-9686,,,Lancaster ,Ohio,39.7136754,-82.5993294,#3F6F7F,,,Water
"Aquasource Water Hauling, LLC",,Chris,937-642-9777,,,Marysville,Ohio,40.2364486,-83.3671432,#3F6F7F,,,Water
A to Z Water Hauling,,,937-964-8746,,,Springfield,Ohio,39.9234046,-83.810138,#3F6F7F,,,Water
Crabtree Water Hauling,,Tony,614-778-6261,,,Springfield,Ohio,39.9234046,-83.810138,#3F6F7F,,,Water
Mumaw Water Hauling,,,740-674-7238,,,Blue Rock,Ohio,39.8000697,-81.8915241,#3F6F7F,,,Water
CSB Transport-Pool and Spa Bulk Delivery,,,330-465-8822,,,Wooster,Ohio,40.7980976,-81.9397733,#3F6F7F,,,Water
Demboski Pool Water,,John,330-947-0201,,,Atwater ,Ohio,41.023947,-81.163433,#3F6F7F,,,Water
Spahr's Water Truck,,,330-697-4005,,,Rootstown,Ohio,41.0990792,-81.2424901,#3F6F7F,,,Water
Strouble Water Hauling and Trucking,,,330-877-6795,,,Louisville,Ohio,40.8375307,-81.2595731,#3F6F7F,,,Water
Sunrise Springs Water Truck,,,330-325-8001,,,Portage,Ohio,41.1496775,-81.2082,#3F6F7F,,,Water
Lakes Water Hauling,,Eric,513-620-1023,,,Cincinatti,Ohio,39.288494,-84.352955,#3F6F7F,,,Water
H2 Eco Bulk,,,888-575-5384,,,Houston,TX,29.7589382,-95.3676974,#3F6F7F,,,Water
E tank,,Brandon,412-715-3372,,,Cincinnati,Ohio,39.1014537,-84.5124602,#3F6F7F,,,Water
Gobel Towing,,,330-549-3562,,1860 S Range,North Lima,Ohio,40.9440518,-80.6691715,#8B3A3A,,,Heavy Haulers
CLT towing & transport,,Terry McCorkle,912-739-7800,,9899 US-280,Claxton,GA,32.1613788,-81.8955948,#8B3A3A,,,Heavy Haulers
Freight Pros,,Diane,770-725-4800,Diane@freightpros.net,,,,39.7837304,-100.445882,#8B3A3A,,,Heavy Haulers
 ,,Thad,941-776-3450,tsargent@B2Btranserv.com,1318 4th Avenue,Moline,IL,41.5062829,-90.5191483,#8B3A3A,,,Heavy Haulers
JBH Transport & Logistics,,,770-251-8921,dispatch@jbharrisgroup.com,129 Pine Road,Newnan,GA,33.4198484,-84.774356,#8B3A3A,,,Heavy Haulers
Nationwide Transport,,Andrew Young,859-475-1418,Andrew@nationwidetransportservices .com,2765 W Cypress Creek Rd.,Fort Lauderdale,FL,26.2033207,-80.1552825,#8B3A3A,,,Heavy Haulers
B& H Heavy Haul,,,770-786-7892,Bhwrecker@yahoo.com,795 Adamson Dr,Monroe,GA,34.134672,-82.900461,#8B3A3A,,,Heavy Haulers
Livingston LLC,,Edward Livingston,,edward@livingstontransportation.com,169 Blankenship Rd.,Texarkana,TX,33.42513,-94.04769,#8B3A3A,,,Heavy Haulers
Redi Mix & BuilderSupply ,Portland Cement,Greg Reshenberg,724-321-3830,gregr@stoneconcrete.com,,,Pennsylvania,40.9699889,-77.7278831,#7A4A63,,,Portland Cement
St Marys Cement,Portland Cement,De' Andre Davis,216-280-8202,Deandre.davis@vcimentos.com,250 Jefferson Avenue,Cleveland,Ohio,41.4823948,-81.6778329,#7A4A64,Terminal,Selfload,Portland Cement
St Marys Cement,Portland Cement,John Doubikin,614-203-4152,John.Doubikin@vcimentos.com,14531 Industrial Parkway,Marysville,Ohio,40.2172685,-83.329024,#7A4A65,Terminal,Long Lines,Portland Cement
St Marys Cement,Portland Cement,De' Andre Davis,216-280-8202,Deandre.davis@vcimentos.com,2301 Front Street,Toledo,Ohio,41.6664387,-83.4968108,#7A4A66,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Mark Scripnick,519-878-6226,Mark.Scripnick@vcimentos.com,"PO Box 1000, 585 Water Street South",St Marys,Ontario,43.25009,-81.13304,#7A4A67,Plant,,Portland Cement
St Marys Cement,Portland Cement,David Gajich,416-802-9584,David.Gajich@vcimentos.com ,410 Bowmanville Ave,Bowmanville,Ontario,43.9022273,-78.696685,#7A4A68,Plant,,Portland Cement
St Marys Cement,Portland Cement,,,,1425 Farewell Street,Oshawa,Ontario,43.8956549,-78.8354891,#7A4A69,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Grace Fitzpatrick,708-577-0​115,Grace.Fitzpatrick@vcimentos.com,400 Seahorse Drive,Waukegan,Illinois,42.368439,-87.823627,#7A4A70,Terminal?,,Portland Cement
St Marys Cement,Portland Cement,Steven Gynn,563-343-5909,Steven.Gynn@vcimentos.com,1914 White Oak Lane,Dixon,Illinois,41.8585533,-89.4576852,#7A4A71,Plant,,Portland Cement
St Marys Cement,Portland Cement,Grace Fitzpatrick,708-577-0​115,Grace.Fitzpatrick@vcimentos.com,12101 S. Doty Avenue,Chicago ,Illinois,41.6951383,-87.59993,#7A4A72,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Vincent Finazzo,586-747-7978,Vincent.Finazzo@vcimentos.com,9333 Dearborn Street,Detriot,Michigan ,42.400693,-82.926266,#7A4A73,Plant,,Portland Cement
St Marys Cement,Portland Cement,Jason Chalupniczak,231-675-0694,Jason.Chalupniczak@vcimentos.com,16000 Bells Bay Road,Charlevoix,Michigan ,45.308112,-85.310236,#7A4A74,Plant,,Portland Cement
St Marys Cement,Portland Cement,Dean Bradfield,616-302-3399,Dean.Bradfield@vcimentos.com,555 W. 2nd Street,Ferrysburg,Michigan ,43.945718,-86.433025,#7A4A75,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Greg DeFrancisco,(585) 448-9841,greg.defrancisco@vcimentos.com,389 Ganson Street,Buffalo ,New York,42.8711658,-78.8735973,#7A4A76,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Lou Zeppieri,(516) 660-5682,louis.zeppieri@vcimentos.com,50 Oak Point Ave,Bronx,New York,40.808872,-73.8945276,#7A4A77,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Michael Marzka,716-560-9979,Michael.marzka@vcimentos.com,1975 S. Carferry Drive,Milwaukee,Wisconsin ,43.0073224,-87.8960957,#7A4A78,Plant,Close proximity or same place,Portland Cement
St Marys Cement,Portland Cement,Chad Hemenway,708-986-7382,Chad.hemenway@vcimentos.com,2006 S. Kinnickinnic Ave,Milwaukee,Wisconsin ,43.0082401,-87.9069403,#7A4A79,Terminal,Close proximity or same place,Portland Cement
St Marys Cement,Portland Cement,Ryan Jones,708-470-9282,Ryan.jones@vcimentos.com,924 McDonald Street,Green Bay ,Wisconsin ,44.5257974,-88.0124771,#7A4A80,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Ryan Jones,708-470-9283,Ryan.jones@vcimentos.com,1801 Spring Street,Manitowoc,Wisconsin ,44.1001055,-87.6706595,#7A4A81,Terminal,,Portland Cement
St Marys Cement,Portland Cement,,,,180 Barker St,Moncton,New Brunswick,46.0940447,-64.8108343,#7A4A82,Terminal,,Portland Cement
St Marys Cement,Portland Cement,,,,130 Mann St,Bedford,Nova Scotia,44.7498782,-63.6305093,#7A4A83,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Jim Prendergast,(508) 685-6531,jim.prendergast@vcimentos.com,"Port of Providence, 39 New York Ave",Providence,Rhode Island,41.792376,-71.389389,#7A4A84,Terminal,,Portland Cement
St Marys Cement,Portland Cement,Rob Madore,(802) 236-2869,robert.madore@vcimentos.com,953 Odlin Road,Bangor,Maine,44.7812213,-68.8353213,#7A4A85,Terminal,,Portland Cement
St Marys Cement,Portland Cement,,,,"50, Road 132 Port-Daniel–Gascons, Quebec G0C 2N0",Port-Daniel–Gascons,Quebec,48.165726,-64.982454,#7A4A86,Plant,,Portland Cement
St Marys Cement,Portland Cement,Alexandre Turmel,514-265-2138,alexandre.turmel@vcimentos.com,6585 Boulevard Hébert (Boul or bd),Ste-Catherine,Quebec,52.00017,-71.99907,#7A4A87,Terminal,,Portland Cement
Fairborn Cement,Portland Cement,Mike Jackowski,,,3250 Linebaugh Road,Xenia,Ohio,39.779846,-83.974325,#7A4A88,Plant,,Portland Cement
Fairborn Cement,Slag Cement,Grant Webber,,,220 Walnut Street,Blacklick,Ohio,39.995643,-82.8117999,#7A4A89,Distribution Facility,,Portland Cement
Fairborn Cement,Slag Cement,Andy Hixon,,,3020 East 103rd Street,Chicago,Illinois,41.7085613,-87.5503503,#7A4A90,Plant,,Portland Cement
Fairborn Cement,Slag Cement,Tyler Southworth,(859) 321-6179,,3155 Homeward Way,Fairfield,Ohio,39.3304756,-84.5072323,#7A4A91,,,Portland Cement
Fairborn Cement,Slag Cement,Kurt Rosander,(412) 401-4556,,315 Poplar Street,Etna,Pennsylvania,40.492629,-79.9449293,#7A4A92,,,Portland Cement
Kosmos Cement,Portland Cement,,,,"1051 South Emerson Indianapolis, IN 46203",Indianpolis,Indiana,39.706241,-86.096893,#7A4A93,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,,,"15301 Dixie Hwy, Louisville, KY 40272",Louisville,Kentucky,38.0362745,-85.9085517,#7A4A94,Plant,,Portland Cement
Kosmos Cement,Portland Cement,,,,"Main St. & River Front, Ceredo WV 25507",Ceredo,West Virginia ,38.396529,-82.558723,#7A4A95,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,,,"1007 Maccorkle Avenue SW Charleston, WV 25303",Charleston,West Virginia ,38.3641258,-81.6738839,#7A4A96,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,,,"200 Barkley St Cincinnati, OH 45204",Cincinnati,Ohio,39.076247,-84.604473,#7A4A97,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,,,"958 Delaware Avenue Lexington, KY 40505",Lexington,Kentucky,38.0384412,-84.4725932,#7A4A98,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,,,"3301 Port West – East Mt. Vernon, IN 47620",Mt. Vernon,Indiana,38.400247,-86.934531,#7A4A99,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,,,"200 Neville Road Pittsburgh, PA 15225",Pittsburgh,Pennsylvania ,40.4942282,-80.0809961,#7A4A100,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,,,"21 Oldham St Nashville, TN 37213",Nashville,Tennesee ,36.1746568,-86.7762352,#7A4A101,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Kevin Redovan,614-563-5928,,"1550 Williams rd Columbus, OH 43207",Columbus,Ohio,39.89021,-82.9593887,#7A4A102,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Jerry Lewis,216-212-6802,jerry.lewis@heidelburgmaterials.com,"1101 Erieside Avenue Extended Cleveland, OH 44114",Cleveland,Ohio,41.505838,-81.701585,#7A4A103,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Jerry Lewis,216-212-6802,jerry.lewis@heidelburgmaterials.com,"8282 Middlebranch Road Middlebranch, OH 44652",Middle Branch,Ohio,40.900115,-81.327025,#7A4A104,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Brooke Doesburg,513-535-0271,,"2792 Glendale-Milford Road Cincinnati, OH 45241",Cincinnati ,Ohio,39.2513081,-84.3818452,#7A4A105,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Tony Demaio ,412-335-0170,,"100 Woodlawn Road Alipquippa, PA 15001",Aliquippa ,Pennsylvania,40.626241,-80.371376,#7A4A106,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Kevin Redovan,614-563-5928,,"6 Pickens Road Nitro, WV 25143",Nitro,West Virginia,38.4340465,-81.8404866,#7A4A107,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Joe Bartley,804-382-1832,,"500 Delaware Avenue Waynesboro, VA 22980",Waynesboro,Virginia,38.091474,-78.866541,#7A4A108,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Joe Bartley,804-382-1832,,"675 Quaker Hill Road Union Bridge, MD 21791",Union Bridge,Maryland,39.5568756,-77.1660145,#7A4A109,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Brooke Doesburg,513-535-0271,,"5 Beacon Drive Wilder, KY 41076",Wilder,Kentucky,39.0146619,-84.4803911,#7A4A110,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Steve Grytza,317-339-6687,,"6300 Columbus Avenue Anderson, IN 46013",Anderson ,Indiana ,40.0505963,-85.6636979,#7A4A111,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,,,,210 Detroit Street Windsor ON N9C 2P1,Windsor,Ontario,42.281863,-83.029189,#7A4A112,,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Steve Somerville,610-746-2222,,537 Evansville Rd Fleetwood PA 19522,Fleetwood,Pennsylvania,40.471116,-75.885998,#7A4A113,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Joe Bartley,804-382-1832,,"3100 Mertens Avenue Baltimore, MD 21224",Baltimore,Maryland,39.2629116,-76.5713156,#7A4A114,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Joe Bartley,804-382-1832,,"8791 Hampton Blvd. Norfolk, VA 23505",Norfolk,Virginia,36.9324524,-76.3177426,#7A4A115,Terminal,Facitiy: 757-423-4462,Portland Cement
Lehigh/Heidelburg,Portland Cement,Steve Somerville,610-746-2222,,"3938 Easton Nazareth Hwy Nazareth, PA 18064",Nazareth,Pennsylvania,40.7313124,-75.3059801,#7A4A116,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Stanley Trella,484-269-1748,,"63 Flushing Avenue, Unit 295 Brooklyn, NY 11205
",Brooklyn,New York,40.69794,-73.97507,#7A4A117,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Joe Bartley,804-382-1832,,"13021 Ramblewood Dr. Chester, VA 23836
",Chester,Virginia,37.349974,-77.392883,#7A4A118,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Joe Bartley,804-382-1832,,"1031 Drew Street Durham, NC 27701
",Durham,North Carolina,36.0021052,-78.8830815,#7A4A119,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Steve Grytza,317-339-6687,,"3084 W Co Rd 225 S Logansport, IN 46947",Logansport,Indiana ,40.751666,-86.381991,#7A4A120,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Justin Edwards,317-471-9608,,"180 Main Street Mitchell, IN 47446
",Mitchell,Indiana ,38.7343212,-86.466834,#7A4A121,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Todd Deerr,502-419-8610,,"301 US 31 Sellersburg, IN 47172
",Sellersburg,Indiana ,38.4110515,-85.7527312,#7A4A122,Terminal,,Portland Cement
Texas Lehigh,Portland Cement,Bill Wilkins,817-296-6829,,"600 North Highway 377 Roanoke, TX 76262",Roanoke,Texas,33.003657,-97.227811,#7A4A123,Terminal,,Portland Cement
Texas Lehigh,Portland Cement,Marvin Bragewitz,512-434-9330,,"2002 Old Marlin Road Waco, TX 76705",Waco,Texas,31.5465727,-97.071019,#7A4A124,Terminal,,Portland Cement
Texas Lehigh,Portland Cement,John Williams,210-827-8200,,"565 T. C. Jester Boulevard Houston, TX 77007",Houston,Texas,29.7833639,-95.4176839,#7A4A125,Terminal,,Portland Cement
Texas Lehigh,Portland Cement,Marvin Bragewitz,512-434-9330,,"1000 Jack C. Hays Trail Buda, TX 7810",Buda,Texas,30.0742771,-97.8533597,#7A4A126,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Mark Camptbell,770-597-3535,,"2194 West Point Avenue College Park, GA 30337",College Park,Georgia,33.6372389,-84.4603823,#7A4A127,Terminal,Sales: 800-955-0015,Portland Cement
Lehigh/Heidelburg,Portland Cement,Mark Camptbell,770-597-3535,,"6555 Button Gwinnett Drive Doraville, GA 30340",Doraville,Georgia,33.903093,-84.2417838,#7A4A128,Terminal,Sales: 800-955-0015,Portland Cement
Lehigh/Heidelburg,Portland Cement,Mark Camptbell,770-597-3535,,"15990 East Cherokee Drive Ball Ground, GA 30107",Ball Ground,Georgia,31.999225,-81.071804,#7A4A129,Terminal,Sales: 800-955-0015,Portland Cement
Lehigh/Heidelburg,Portland Cement,Tony Dimaggio,321-783-0373,,"1996 E. Beaver Street Jacksonville, FL 32202",Jacksonville,Florida,30.3243656,-81.6282174,#7A4A130,Terminal,Sales: 800-432-0135,Portland Cement
Lehigh/Heidelburg,Slag Cement,Dominic Jampo,484-507-4110,,"595 Morgan St., Camden, NJ 8104",Camden,New Jersey,39.9125682,-75.1182494,#7A4A131,Plant,,Portland Cement
Lehigh/Heidelburg,Portland Cement,David Wells,952-412-9194,,"700 25th Street NW, Mason City, IA, 50401",Mason City,Iowa,43.1767586,-93.2057142,#7A4A132,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,John Ellis,860-759-0517,,"120 Alpha Blvd., Catskill, NY, 12414",Catskill,New York,42.1454381,-73.9127835,#7A4A133,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Tommy Granade,770-408-8869,,"8401 Second Avenue, Leeds, AL, 35094",Leeds,Alabama,33.543008,-86.545861,#7A4A134,Terminal,,Portland Cement
Lehigh/Heidelburg,Slag Cement,Ed Hernandez,321-652-9965,,"575 Cargo Road, Port Canaveral, FL, 32920",Port Canaveral,Florida,28.41611,-80.60783,#7A4A135,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Ed Hernandez,321-652-9966,,"9012 Marlin Street, Cape Canaveral, FL, 32920",Cape Canaveral,Florida,28.405411,-80.608812,#7A4A136,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,,,,"575 Commissioners Street, Toronto, ON M4M 1A5",Toronto,Ontario,43.653668,-79.331208,#7A4A137,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,John Ellis,860-759-0517,,"361 Boxart Street, Rochester, NY, 14612",Rochester,New York,43.2264842,-77.6185688,#7A4A138,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Jarret Hager,587-985-8454,,"10616-87 Avenue, Fort St. John, BC V1J 5K7",Fort St. John,British Columbia,56.233827,-120.85598,#7A4A139,Terminal,Sales: 800-252-9304,Portland Cement
Texas Lehigh,Portland Cement,David Sobczak,512-295-9208,,"1800 East Navigation Blvd. Corpus Christi, TX 78402",Corpus Christi,Texas,27.735341,-97.39385,#7A4A140,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,Nelson Hernandez,954-822-4166,,"2600 Eisenhower Blvd. Fort Lauderdale, FL 33316",Fort Lauderdale,Florida,26.0987789,-80.1244866,#7A4A141,Terminal,Sales: 800-432-0135,Portland Cement
Lehigh/Heidelburg,Portland Cement,John Ellis,860-759-0517,,"29 West First Street, Oswego, NY, 13126",Oswego,New York,43.449403,-76.540692,#7A4A142,Terminal,,Portland Cement
Lehigh/Heidelburg,Portland Cement,,,,,,,39.7837304,-100.445882,#7A4A143,,,Portland Cement
Lafarge/Holcim,Portland Cement,,419) 897-7676,,"1135 Worden Road Wickliffe, OH 44092",Wickliffe,Ohio,41.616502,-81.4704303,#7A4A144,Warehouse,"<just attached numbers, unsure if",Portland Cement
Lafarge/Holcim,Portland Cement,,(216) 781-9330,,"2500 Elm Street Cleveland, OH 44113",Cleveland ,Ohio,41.496685,-81.70893,#7A4A145,Terminal,Sales or terminal number,Portland Cement
Lafarge/Holcim,Portland Cement,,(740) 423-5900,,"1684 State Route 618 Belpre, OH 45714",Belpre,Ohio,39.276467,-81.595425,#7A4A146,Terminal,Looks Good ------>,Portland Cement
Lafarge/Holcim,Portland Cement,,(419) 897-7676,,"11435 CR-176 Paulding, OH 45879",Paulding,Ohio,40.96287,-84.079648,#7A4A147,,Looks Good ------>,Portland Cement
Lafarge/Holcim,Portland Cement,,(614) 491-5873,,"1801 Watkins Road Columbus, OH 43207",Columbus,Ohio,39.9041587,-82.9454979,#7A4A148,Terminal,Looks Good ------>,Portland Cement
Lafarge/Holcim,Portland Cement,,(419) 241-2526,,"840 Water Street Toledo, OH 43604",Toledo,Ohio,41.6551875,-83.5268635,#7A4A149,Terminal,Looks Good ------>,Portland Cement
Lafarge/Holcim,Portland Cement,,(419) 897-7676,,"21880 West State Route 163 Genoa, OH 43430",Genoa,Ohio,41.515476,-83.35299,#7A4A150,Bagging Facility?,Looks Good ------>,Portland Cement
Lafarge/Holcim,Portland Cement,,(513) 251-5668,,"3270 Southside Ave. Cincinnati, OH 45204",Cincinnati ,Ohio ,39.0831601,-84.5746103,#7A4A151,Terminal,Looks Good ------>,Portland Cement
Lafarge/Holcim,Portland Cement,,(419) 897-7676,,"30350 Wixom Road Wixom, MI 48393",Wixom,Michigan,42.515761,-83.537098,#7A4A152,Terminal,Unsure,Portland Cement
Lafarge/Holcim,Portland Cement,,,,"1 Fort Martin Road Maidsville, WV 26508",Maidsville,West Virgina ,39.6915176,-79.9489746,#7A4A153,,Might be inactive----------->,Portland Cement
Lafarge/Holcim,Portland Cement,,(724) 366-7816,,"Terminal Drive Weirton, WV 26062",Weirton,West Virgina ,40.408401,-80.539237,#7A4A154,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,(412) 922-2101,,"1529 Chartiers Valley Lane Pittsburgh, PA 15205",Pittsburgh,Pennsylvania ,40.4516929,-80.0901342,#7A4A155,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,Ken Sienkiewicz,(313) 842-9258,,"1301 Springwells Court Detriot, MI 48209",Detroit,Michigan,42.391228,-83.00957,#7A4A156,Terminal/slag?,,Portland Cement
Lafarge/Holcim,Portland Cement,,(502) 583-0616,,"1310 W. Kentucky St. Louisville, KY 40210",Louisville,Kentucky,38.2409463,-85.7744596,#7A4A157,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,(419) 897-7676,,"29925 County Road 20 West Elkhart, IN 46517",Elkhart,Indiana,41.660373,-86.040047,#7A4A158,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,(770)-476-3781,,"3955 Buford Highway Duluth, GA 30096",Duluth,Georgia,33.9771803,-84.1623266,#7A4A159,Terminal,,Portland Cement
Lafarge/Holcim,Slag Cement,,205-568-9368,,"1555 Hartman Industrial Blvd., Birmingham, AL 35221",Birmingham,Alabama,33.457653,-86.9030834,#7A4A160,Plant,,Portland Cement
Lafarge/Holcim,Portland Cement,,203-468-6068,,"410 Waterfront St., New Haven, CT, 06512",New Haven,Connecticut,41.2942933,-72.9025766,#7A4A161,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,410-354-4707,,"3800 Hawkins Point Rd., Baltimore, MD, 21226",Baltimore,Maryland,39.202217,-76.551322,#7A4A162,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,301-739-1150,,"1260 Security Rd., Hagerstown, MD, 21742",Hagerstown,Maryland,39.648724,-77.6950173,#7A4A163,Plant,,Portland Cement
Lafarge/Holcim,Portland Cement,,617-241-9040,,"285 Medford Street, Charlestown, MA, 02129",Charlestown,Massachusetts,42.382381,-71.06115,#7A4A164,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,413-599-4829,,"2420 Boston Rd., Wilbraham, MA, 01095",Wilbraham,Massachusetts,42.149754,-72.4491948,#7A4A165,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,978-582-6300,,"541 Leominster Road, Lunenburg, MA, 01462",Lunenburg,Massachusetts,42.5745664,-71.726726,#7A4A166,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,201-437-2575,,"6 Commerce Street, Bayonne, NJ, 07002",Bayonne,New Jersey,40.6520642,-74.0964484,#7A4A167,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,716-854-5791,,"575 Ohio Street, Buffalo, NY, 14203",Buffalo,New York,42.861332,-78.8684688,#7A4A168,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,718-499-9205,,"75 25th Street, Brooklyn, NY, 11232",Brooklyn,New York,40.6620815,-74.0005235,#7A4A169,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,315-342-2872,,"1 W. Van Buren Street, Oswego, NY 13126",Oswego,New York,43.4590424,-76.5220279,#7A4A170,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,518-756-5000,,"1916 Route 9W, Ravena, NY, 12143",Ravena,New York,42.4982751,-73.8135826,#7A4A171,Plant,,Portland Cement
Lafarge/Holcim,Portland Cement,,704-399-3242,,"7245 Old Mount Holly Rd., Charlotte, NC, 28214",Charlotte,North Carolina,35.2782131,-80.927644,#7A4A172,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,800-845-1120,,"200 South Goley St, Durham, NC, 27701",Durham,North Carolina,35.984941,-78.885708,#7A4A173,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,336-449-1936,,"350 Cassell St., Winston-Salem, NC, 27107",Winston-Salem,North Carolina,36.111326,-80.255776,#7A4A174,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,610-261-3485,,"5160 Main Street, Whitehall, PA, 18052",Whitehall,Pennsylvania ,40.6896002,-75.5069401,#7A4A175,Plant,,Portland Cement
